Feature Type,Alpha,Gamma,Polynomial Dimension,Protos per dimension,Epsilon,Simulations,MIN,MAX,Delta,Mean,STDEV
NRB,0.175,0.95,2,21,0.75,981,124,492,368,167.9887869520897,23.58109924253314
NRB,0.4,0.99,2,27,0.5,998,160,539,379,207.8937875751503,43.407226395994776
NRB,0.4,0.9,2,27,0.25,996,169,421,252,230.13855421686748,54.779419525363274
NRB,0.125,1.0,2,27,0.5,997,158,296,138,182.11935807422267,21.87259559681325
NRB,0.2,0.8,2,36,0.75,1000,124,234,110,154.724,16.242464149310646
NRB,0.125,0.99,2,21,0.75,997,159,989,830,195.8184553660983,49.65323671308454
NRB,0.175,0.95,2,18,0.5,1000,163,210,47,185.181,12.784822669505068
NRB,0.15,0.95,2,18,0.75,1000,158,500,342,229.061,63.39556985529255
NRB,0.1,0.99,2,12,0.25,1000,161,301,140,253.603,52.16752669853001
NRB,0.2,0.99,2,21,0.25,997,159,349,190,225.21564694082247,35.68425563619002
NRB,0.01,0.95,2,12,0.75,1000,148,197,49,170.439,13.837982828749599
NRB,0.5,0.9,2,52,0.75,1000,155,341,186,256.916,43.96373225459542
NRB,0.2,0.95,2,12,0.25,1000,148,241,93,203.219,30.977356821324115
NRB,0.05,0.9,2,12,0.75,1000,128,916,788,255.809,111.58401099848719
NRB,0.175,0.99,2,18,0.75,1000,157,196,39,181.447,9.479612547675883
NRB,0.05,1.0,2,21,0.25,999,183,554,371,249.9069069069069,27.475555584039526
NRB,0.15,0.9,2,12,0.25,998,151,296,145,187.36573146292585,37.649434894293044
NRB,0.1,0.8,2,36,0.5,1000,194,367,173,290.704,24.911864341814827
NRB,0.01,0.9,2,8,0.5,1000,184,296,112,246.864,14.428363790869764
NRB,0.075,0.8,2,18,0.75,1000,108,221,113,158.145,24.862584803739196
NRB,0.025,1.0,2,36,0.75,1000,161,363,202,246.499,54.28068156712286
NRB,0.1,0.9,2,8,0.5,1000,197,474,277,241.442,53.90733379269129
NRB,0.175,0.8,2,18,0.5,1000,136,283,147,169.888,32.837048097046235
NRB,0.15,0.9,2,8,0.25,1000,189,356,167,246.815,48.87180402060301
NRB,0.125,1.0,2,8,0.25,1000,161,201,40,176.232,14.42859523170431
NRB,0.1,0.95,2,18,0.75,1000,152,251,99,178.747,24.603339515507145
NRB,0.025,0.99,2,21,0.75,983,123,715,592,194.6378433367243,38.22392315890289
NRB,0.5,0.8,2,52,0.75,1000,140,432,292,233.635,46.13944758689276
NRB,0.025,0.9,2,27,0.75,1000,162,275,113,198.35,24.704043996677747
NRB,0.125,0.8,2,12,0.5,1000,164,546,382,276.652,56.6021439408323
NRB,0.025,1.0,2,8,0.75,1000,117,223,106,168.528,41.25041591078583
NRB,0.025,0.99,2,8,0.75,1000,222,262,40,240.868,10.713979903162286
NRB,0.175,0.8,2,36,0.5,1000,128,271,143,188.442,28.699273236168967
NRB,0.175,0.99,2,18,0.25,1000,204,276,72,235.586,18.359511858316814
NRB,0.2,0.95,2,8,0.75,1000,159,286,127,172.798,25.56087937756748
NRB,0.5,0.95,2,18,0.75,1000,163,430,267,232.812,49.13908124197384
NRB,0.15,0.8,2,18,0.75,1000,162,300,138,252.081,28.507141142108516
NRB,0.15,0.95,2,18,0.25,1000,138,168,30,150.869,6.38926143319098
NRB,0.025,0.99,2,21,0.75,989,164,591,427,241.04246713852376,52.20733168977492
NRB,0.1,1.0,2,27,0.75,993,146,507,361,214.89728096676737,44.31271210717026
NRB,0.2,0.95,2,18,0.5,1000,173,269,96,211.645,28.170455259891515
NRB,0.15,1.0,2,8,0.25,1000,115,262,147,166.289,36.403168401523374
NRB,0.125,1.0,2,27,0.5,999,162,702,540,228.77577577577577,33.23219118318027
NRB,0.075,0.8,2,12,0.5,1000,126,260,134,207.781,32.23563517561233
NRB,0.125,0.9,2,12,0.5,1000,165,365,200,269.069,55.90675992046762
NRB,0.15,1.0,2,36,0.5,1000,199,322,123,262.325,32.70995744901415
NRB,0.125,0.95,2,21,0.75,999,179,491,312,251.01701701701703,32.65061770293906
NRB,0.025,0.9,2,12,0.5,1000,161,299,138,195.666,33.46601886120335
NRB,0.5,0.95,2,12,0.25,1000,162,221,59,184.828,23.487402454807004
NRB,0.1,0.8,2,8,0.25,1000,186,198,12,190.767,3.332238709158576
NRB,0.05,0.8,2,12,0.25,1000,134,287,153,172.539,36.903717473492605
NRB,0.4,0.9,2,52,0.75,1000,154,448,294,249.782,61.52267480787482
NRB,0.15,0.95,2,21,0.5,984,157,1120,963,215.4308943089431,64.8488288331449
NRB,0.5,0.95,2,27,0.5,1000,160,530,370,191.078,25.38279342787555
NRB,0.175,0.9,2,12,0.75,1000,180,1141,961,259.716,126.5662765762127
NRB,0.01,0.95,2,12,0.25,1000,201,318,117,257.66,25.6924989929844
NRB,0.025,0.8,2,27,0.75,994,159,300,141,222.40945674044266,28.110885870738826
NRB,0.125,0.95,2,12,0.25,1000,195,420,225,266.545,46.7986547786268
NRB,0.2,1.0,2,27,0.75,1000,165,378,213,244.721,43.47006792962033
NRB,0.05,0.95,2,21,0.25,996,156,442,286,209.5070281124498,49.888468076684866
NRB,0.05,0.99,2,12,0.75,1000,119,230,111,138.718,19.496476312108005
NRB,0.1,0.8,2,18,0.75,1000,124,213,89,176.207,16.921834992089348
NRB,0.075,0.95,2,21,0.75,981,162,352,190,196.85626911314984,19.762382683562876
NRB,0.175,0.9,2,12,0.25,1000,145,290,145,228.034,38.49372170381309
NRB,0.4,0.99,2,12,0.5,1000,183,296,113,228.075,32.58777897215977
NRB,0.075,0.95,2,18,0.5,1000,146,187,41,164.41,10.593021859323812
NRB,0.1,0.9,2,8,0.25,1000,244,475,231,281.463,50.23485016570838
NRB,0.05,1.0,2,8,0.5,1000,145,330,185,211.376,39.58701498920771
NRB,0.05,1.0,2,18,0.75,1000,176,330,154,266.129,46.03245970341305
NRB,0.125,0.9,2,27,0.75,1000,138,349,211,195.613,22.00835292789078
NRB,0.05,0.95,2,18,0.5,1000,167,391,224,251.614,46.55238047756664
NRB,0.075,0.8,2,36,0.5,1000,159,544,385,283.258,80.43934313458759
NRB,0.05,0.95,2,8,0.75,1000,206,1157,951,287.075,135.8410695304302
NRB,0.175,0.8,2,21,0.5,991,138,3347,3209,214.95459132189708,108.274935106574
NRB,0.125,0.95,2,8,0.5,1000,165,303,138,250.874,29.754721767602994
NRB,0.05,0.95,2,8,0.5,1000,154,264,110,221.358,33.82179400548927
NRB,0.025,0.9,2,12,0.25,1000,169,385,216,274.551,40.92693994685424
NRB,0.5,0.95,2,8,0.25,1000,162,174,12,165.838,1.786882466461896
NRB,0.1,0.9,2,18,0.5,1000,211,237,26,223.194,4.936875199631517
NRB,0.075,0.95,2,8,0.25,1000,173,249,76,197.155,13.831496133292497
NRB,0.075,0.8,2,8,0.75,1000,243,295,52,260.559,14.3005953032042
NRB,0.5,0.99,2,21,0.5,985,166,346,180,223.73705583756345,43.57528875525194
NRB,0.5,0.9,2,36,0.25,1000,218,296,78,260.943,13.635970471172586
NRB,0.2,0.9,2,18,0.5,1000,151,385,234,238.416,49.146030117154694
NRB,0.05,0.99,2,18,0.75,1000,169,301,132,190.682,22.939640430989826
NRB,0.2,1.0,2,12,0.5,1000,228,267,39,250.895,7.918249407140045
NRB,0.05,0.9,2,21,0.75,975,153,863,710,181.24205128205128,36.79161692383276
NRB,0.5,0.99,2,36,0.5,1000,170,281,111,196.649,18.405884264972862
NRB,0.125,0.8,2,12,0.5,996,144,269,125,184.57831325301206,31.205026195560116
NRB,0.125,0.8,2,36,0.75,1000,166,280,114,194.572,22.3339566942721
NRB,0.175,0.8,2,52,0.75,1000,155,366,211,199.764,43.21708018850904
NRB,0.1,1.0,2,36,0.75,1000,134,354,220,207.066,37.29507429361908
NRB,0.15,0.8,2,18,0.25,1000,156,262,106,190.871,34.56444792066062
NRB,0.01,0.9,2,18,0.5,1000,212,431,219,279.864,42.50032684323477
NRB,0.1,0.99,2,8,0.25,1000,158,263,105,204.171,28.26893864105782
NRB,0.175,0.9,2,36,0.5,1000,160,401,241,207.547,31.999496226640176
NRB,0.075,0.8,2,12,0.25,1000,196,286,90,242.61,26.775713600926473
NRB,0.1,0.99,2,12,0.75,1000,170,285,115,204.474,31.83842032841782
NRB,0.075,1.0,2,12,0.25,1000,153,195,42,171.968,14.627951085266622
NRB,0.175,0.8,2,12,0.75,1000,180,372,192,248.12,43.01937082601588
NRB,0.4,0.99,2,18,0.5,1000,149,257,108,186.907,32.08975074853501
NRB,0.15,0.95,2,18,0.75,1000,169,454,285,256.268,57.375832561821376
NRB,0.05,0.9,2,27,0.75,977,161,337,176,217.0675537359263,38.649427145848925
NRB,0.5,1.0,2,27,0.25,987,197,437,240,236.7112462006079,40.90067007449599
NRB,0.05,1.0,2,18,0.25,1000,221,461,240,293.657,52.39317126683014
NRB,0.5,0.8,2,52,0.25,1000,163,459,296,298.475,54.556996259332685
NRB,0.05,0.99,2,36,0.75,998,153,383,230,239.12224448897797,51.3051238510586
NRB,0.15,1.0,2,12,0.25,1000,132,351,219,240.566,52.5144686102165
NRB,0.025,0.95,2,18,0.5,1000,157,420,263,263.082,43.60835888869203
NRB,0.075,0.9,2,18,0.25,1000,152,279,127,208.25,33.19396540546699
NRB,0.075,0.95,2,21,0.75,989,164,415,251,208.96157735085944,36.10629466046933
NRB,0.125,1.0,2,52,0.75,1000,160,363,203,245.466,42.473224728278154
NRB,0.15,0.8,2,21,0.25,991,150,473,323,224.4076690211907,30.357754100987098
NRB,0.025,0.8,2,8,0.75,1000,89,178,89,136.45,20.7536072096446
NRB,0.2,0.95,2,18,0.75,1000,132,242,110,176.64,24.780283744591433
NRB,0.125,0.9,2,36,0.5,1000,164,346,182,242.557,56.613194617551876
NRB,0.4,0.95,2,21,0.25,998,120,417,297,188.6943887775551,32.20439656399896
NRB,0.2,1.0,2,18,0.25,1000,197,307,110,256.814,27.118311282356924
NRB,0.2,0.9,2,18,0.25,1000,150,263,113,194.292,32.78202857355532
NRB,0.025,0.8,2,8,0.75,1000,126,260,134,212.943,20.841403866225402
NRB,0.15,1.0,2,21,0.25,991,163,568,405,210.5832492431887,21.0887705753856
NRB,0.1,0.95,2,8,0.25,996,205,338,133,276.9628514056225,18.65399375245395
NRB,0.4,0.9,2,8,0.5,1000,163,348,185,240.769,43.78436604211268
NRB,0.125,0.95,2,12,0.75,1000,159,190,31,179.129,5.336181578041908
NRB,0.125,1.0,2,18,0.75,1000,136,291,155,172.339,42.531153029020714
NRB,0.175,0.95,2,36,0.75,1000,120,278,158,193.675,38.920202429550095
NRB,0.075,1.0,2,8,0.75,1000,153,164,11,156.217,1.725366015629115
NRB,0.125,0.8,2,27,0.25,997,171,365,194,232.59277833500502,23.268786252373513
NRB,0.025,1.0,2,8,0.25,1000,139,294,155,213.93,34.20469355309387
NRB,0.4,0.99,2,18,0.75,1000,200,312,112,250.487,33.39075880799617
NRB,0.025,0.8,2,12,0.25,1000,150,255,105,202.863,31.754126590973268
NRB,0.125,0.8,2,27,0.5,994,160,585,425,179.61871227364185,22.85913983221573
NRB,0.075,1.0,2,8,0.75,1000,167,349,182,225.228,54.81341557070245
NRB,0.125,0.99,2,18,0.75,1000,137,221,84,197.47,16.841696551794975
NRB,0.025,1.0,2,27,0.75,1000,173,391,218,270.155,44.00635788763408
NRB,0.15,0.8,2,18,0.5,1000,156,327,171,240.9,29.448314097808776
NRB,0.4,0.95,2,36,0.5,1000,158,342,184,198.688,27.601059299861564
NRB,0.15,0.95,2,36,0.5,1000,198,418,220,276.744,42.0905937482721
NRB,0.4,0.99,2,12,0.5,1000,166,268,102,177.198,13.88299440083203
NRB,0.175,0.99,2,12,0.25,1000,163,281,118,237.22,29.04212535344211
NRB,0.15,1.0,2,8,0.5,1000,161,212,51,175.286,10.643001337850027
NRB,0.1,0.9,2,18,0.5,1000,146,264,118,195.656,33.066403660680294
NRB,0.4,0.99,2,52,0.5,1000,156,353,197,251.054,33.04416742786843
NRB,0.15,1.0,2,52,0.75,1000,163,379,216,244.071,43.65931853676939
NRB,0.05,0.99,2,18,0.5,1000,161,242,81,181.694,24.395809466371873
NRB,0.2,0.9,2,27,0.5,999,162,342,180,236.06806806806807,36.89837871879363
NRB,0.4,0.9,2,36,0.25,1000,158,422,264,265.973,45.18783255712992
NRB,0.05,0.95,2,36,0.5,1000,243,396,153,293.4,28.520298164770427
NRB,0.075,0.99,2,12,0.75,1000,132,220,88,195.249,14.448590268976442
NRB,0.175,0.95,2,27,0.75,999,133,350,217,166.17317317317318,17.889693213904376
NRB,0.2,1.0,2,18,0.5,1000,183,309,126,235.761,26.648039271154584
NRB,0.075,0.95,2,12,0.25,1000,157,282,125,197.99,21.903325219145508
NRB,0.025,1.0,2,18,0.5,1000,176,729,553,287.922,78.72602939119757
NRB,0.2,0.99,2,18,0.75,1000,239,481,242,281.617,41.49443455572204
NRB,0.025,1.0,2,12,0.25,1000,146,341,195,217.305,32.69371275725432
NRB,0.025,1.0,2,12,0.5,1000,202,213,11,206.233,1.8932235196339853
NRB,0.175,0.8,2,52,0.75,1000,161,361,200,198.208,31.385056280939782
NRB,0.1,0.9,2,12,0.25,1000,151,214,63,181.823,16.881192068264777
NRB,0.125,0.9,2,52,0.75,1000,167,464,297,279.342,44.49868727467327
NRB,0.1,0.95,2,21,0.75,991,124,791,667,216.91927346115034,49.210181482004415
NRB,0.075,1.0,2,21,0.75,992,163,1108,945,226.21370967741936,49.90308158332504
NRB,0.05,0.99,2,8,0.25,1000,123,187,64,146.231,18.32881841757904
NRB,0.2,0.99,2,18,0.25,1000,155,281,126,191.61,49.27839547164924
NRB,0.175,0.8,2,21,0.25,968,189,1633,1444,252.40805785123968,104.78204994581229
NRB,0.075,1.0,2,12,0.5,1000,164,271,107,207.27,41.4427388163548
NRB,0.05,0.99,2,8,0.25,1000,147,245,98,183.707,31.38407416367593
NRB,0.175,1.0,2,52,0.5,1000,189,487,298,295.038,49.12640796923748
NRB,0.1,1.0,2,12,0.75,1000,163,275,112,199.581,36.11575538164454
NRB,0.15,0.8,2,12,0.5,1000,165,350,185,257.791,29.36139319600503
NRB,0.05,1.0,2,12,0.5,1000,154,275,121,212.879,53.8914710288154
NRB,0.2,0.8,2,27,0.5,995,161,330,169,206.74773869346734,36.52652191533501
NRB,0.025,1.0,2,12,0.75,1000,171,229,58,197.061,17.525879020335484
NRB,0.15,0.99,2,18,0.25,1000,160,217,57,195.232,13.983551613081554
NRB,0.1,0.9,2,27,0.5,997,148,347,199,212.88866599799397,46.095246271618315
NRB,0.175,0.99,2,36,0.5,1000,167,348,181,234.835,27.370255861169912
NRB,0.15,0.95,2,21,0.25,975,182,480,298,219.41333333333333,28.465773004036215
NRB,0.125,1.0,2,27,0.75,999,167,336,169,278.36836836836835,28.54354407316923
NRB,0.5,0.9,2,36,0.5,1000,163,265,102,231.354,28.99533433870721
NRB,0.025,0.99,2,21,0.5,993,162,732,570,227.4038267875126,41.546552124158886
NRB,0.4,0.95,2,27,0.25,999,163,320,157,178.94994994994994,19.90366320845811
NRB,0.4,0.99,2,12,0.25,1000,119,222,103,157.432,25.992825991088445
NRB,0.4,0.99,2,18,0.5,1000,204,249,45,220.523,8.997356468620293
NRB,0.025,0.9,2,8,0.5,1000,161,447,286,215.008,59.29936214117611
NRB,0.05,0.99,2,27,0.75,990,128,307,179,241.48585858585858,51.085975055204266
NRB,0.15,1.0,2,18,0.25,1000,158,281,123,172.235,12.986008293983621
NRB,0.175,0.9,2,27,0.75,996,119,252,133,157.70682730923696,31.57106355261911
NRB,0.4,0.95,2,27,0.25,994,159,618,459,220.01408450704224,43.14282006637791
NRB,0.125,1.0,2,27,0.25,978,198,1064,866,239.70245398773005,44.265048145447224
NRB,0.2,0.99,2,27,0.5,1000,165,563,398,287.559,44.43064934931293
NRB,0.4,0.95,2,27,0.5,998,168,262,94,194.5320641282565,20.269262516351354
NRB,0.075,0.95,2,21,0.5,996,155,324,169,189.8975903614458,35.92210380707817
NRB,0.175,0.8,2,21,0.5,997,153,587,434,204.3741223671013,40.40179044350926
NRB,0.2,0.9,2,18,0.75,1000,133,377,244,211.28,46.27531744899223
NRB,0.075,0.8,2,18,0.25,1000,157,311,154,239.082,47.84215869030314
NRB,0.4,0.9,2,21,0.75,1000,153,409,256,247.588,58.48251414277998
NRB,0.175,0.8,2,36,0.5,1000,165,664,499,280.217,50.09520376683221
NRB,0.01,0.8,2,8,0.25,1000,124,290,166,173.027,42.93308188938363
NRB,0.05,1.0,2,8,0.5,1000,163,270,107,216.296,31.61898392017277
NRB,0.05,0.8,2,27,0.5,997,174,369,195,254.76629889669007,31.40435450011997
NRB,0.5,0.8,2,36,0.75,1000,130,426,296,253.354,37.725109249250266
NRB,0.1,1.0,2,27,0.5,996,158,322,164,185.6917670682731,18.722312823936754
NRB,0.5,0.95,2,36,0.5,1000,157,221,64,182.213,16.492714774731315
NRB,0.175,0.9,2,12,0.25,1000,169,196,27,182.504,9.275668278998664
NRB,0.2,1.0,2,8,0.25,1000,167,204,37,180.039,13.116841484539277
NRB,0.075,1.0,2,27,0.75,993,146,626,480,237.80060422960725,41.479256859718916
NRB,0.2,0.8,2,27,0.75,995,160,472,312,205.89949748743717,29.046690190361325
NRB,0.075,0.95,2,18,0.5,1000,161,245,84,202.233,19.692956190565283
NRB,0.1,0.9,2,8,0.75,1000,174,444,270,268.908,65.21144123593703
NRB,0.15,0.99,2,8,0.25,1000,190,217,27,199.52,6.867952298084835
NRB,0.175,0.8,2,36,0.25,1000,212,625,413,281.273,49.23483055256248
NRB,0.075,0.8,2,18,0.5,1000,148,255,107,205.773,27.90957569393371
NRB,0.2,1.0,2,18,0.75,1000,232,360,128,281.707,23.038574759019426
NRB,0.125,0.95,2,27,0.75,999,145,319,174,219.5095095095095,37.30816879152357
NRB,0.15,0.8,2,21,0.5,982,152,446,294,191.31262729124236,26.414422886246143
NRB,0.4,1.0,2,18,0.75,1000,159,359,200,213.738,34.962490353688075
NRB,0.4,0.9,2,8,0.75,998,222,407,185,254.6192384769539,14.612799607136116
NRB,0.125,0.95,2,12,0.25,1000,202,344,142,273.636,39.34533720226019
NRB,0.025,0.9,2,12,0.5,1000,130,234,104,174.79,22.279728146597442
NRB,0.2,0.99,2,27,0.5,998,167,418,251,214.3507014028056,22.860951946073026
NRB,0.075,1.0,2,8,0.5,1000,208,347,139,227.443,21.40899568163103
NRB,0.2,0.9,2,18,0.75,1000,245,317,72,263.592,22.04902935949099
NRB,0.15,1.0,2,8,0.25,1000,226,354,128,277.335,30.42364825877024
NRB,0.075,0.99,2,21,0.75,1000,164,273,109,227.056,32.93344007958287
NRB,0.15,0.99,2,21,0.5,977,160,675,515,202.4002047082907,29.785512623641942
NRB,0.5,0.9,2,36,0.75,1000,166,347,181,209.396,35.57235691624294
NRB,0.075,0.9,2,8,0.5,1000,91,593,502,184.977,75.77534145995895
NRB,0.15,1.0,2,21,0.5,990,161,678,517,227.86161616161615,42.68771121755142
NRB,0.05,0.99,2,18,0.5,1000,139,436,297,261.799,64.26618661272614
NRB,0.2,0.8,2,52,0.75,1000,121,316,195,237.646,43.49554628403403
NRB,0.01,0.95,2,18,0.75,1000,220,268,48,248.716,16.23437399159262
NRB,0.175,0.9,2,52,0.75,1000,158,319,161,208.947,34.23562865304607
NRB,0.2,0.99,2,18,0.25,1000,216,257,41,239.136,13.321672979433588
NRB,0.125,0.8,2,21,0.5,998,129,361,232,165.87775551102203,35.009428249708094
NRB,0.05,1.0,2,18,0.25,1000,196,317,121,294.913,10.668610511695057
NRB,0.2,0.99,2,21,0.75,981,164,683,519,195.55147808358817,32.672566198520634
NRB,0.15,1.0,2,12,0.75,1000,195,425,230,291.426,60.46965439874039
NRB,0.2,0.8,2,27,0.5,998,163,400,237,195.9498997995992,31.71708396488692
NRB,0.01,1.0,2,8,0.5,1000,164,272,108,226.669,21.554861425002272
NRB,0.075,1.0,2,12,0.75,1000,163,290,127,208.11,28.819376406446697
NRB,0.05,0.95,2,8,0.25,1000,118,229,111,190.654,26.481267748005223
NRB,0.175,0.95,2,12,0.25,1000,151,240,89,192.294,31.0320245963835
NRB,0.2,0.8,2,18,0.75,993,209,289,80,240.13192346424975,19.753922589898057
NRB,0.4,0.95,2,18,0.5,1000,222,368,146,268.272,39.49528951525604
NRB,0.175,0.95,2,21,0.25,995,206,1862,1656,234.86633165829144,58.905179254190905
NRB,0.15,0.95,2,12,0.5,1000,144,341,197,169.24,15.673163307005005
NRB,0.15,0.9,2,27,0.75,996,120,242,122,155.14658634538154,25.54268470823094
NRB,0.1,1.0,2,21,0.75,995,127,1505,1378,199.75477386934674,71.42673755570269
NRB,0.15,0.9,2,18,0.5,1000,197,262,65,238.921,20.998325854426792
NRB,0.4,0.95,2,27,0.5,998,201,461,260,244.23947895791582,23.876390233046962
NRB,0.05,0.99,2,12,0.25,1000,154,270,116,247.004,20.938108519835033
NRB,0.15,1.0,2,27,0.75,988,121,243,122,148.41396761133603,23.861379631953096
NRB,0.05,0.8,2,12,0.25,1000,141,206,65,169.173,18.544405247027093
NRB,0.075,0.99,2,18,0.5,1000,157,540,383,286.825,51.49860659747486
NRB,0.05,0.9,2,8,0.25,1000,140,228,88,195.102,9.155185056207953
NRB,0.2,0.95,2,36,0.5,1000,168,324,156,232.193,36.695289824380666
NRB,0.2,1.0,2,18,0.25,1000,202,387,185,250.594,31.43980956726083
NRB,0.2,0.9,2,52,0.75,1000,159,398,239,234.33,43.69872628210894
NRB,0.075,0.99,2,8,0.75,1000,165,660,495,304.855,89.89818495753214
NRB,0.1,1.0,2,21,0.25,976,151,707,556,238.47540983606558,51.75170909934914
NRB,0.2,0.99,2,18,0.25,1000,154,284,130,219.209,44.96620151044869
NRB,0.025,0.95,2,12,0.75,1000,164,201,37,184.682,12.433079162357869
NRB,0.2,0.8,2,21,0.75,989,162,362,200,196.04044489383216,32.89469737801737
NRB,0.075,0.8,2,12,0.25,1000,196,292,96,214.844,20.45360638161432
NRB,0.4,0.99,2,18,0.5,1000,158,400,242,214.647,48.410969965628794
NRB,0.01,0.8,2,8,0.75,1000,141,177,36,150.665,13.014843877709835
NRB,0.15,0.95,2,8,0.25,1000,154,360,206,208.448,45.003184138264956
NRB,0.05,0.95,2,8,0.25,998,113,272,159,203.95490981963928,27.644885422296824
NRB,0.01,0.99,2,12,0.5,1000,243,283,40,255.134,8.531519842960622
NRB,0.2,1.0,2,27,0.5,989,149,255,106,195.75227502527807,19.675718903090537
NRB,0.5,0.8,2,36,0.25,1000,142,266,124,237.81,18.44983187718241
NRB,0.125,1.0,2,18,0.25,1000,162,350,188,210.273,32.22276800304061
NRB,0.15,0.99,2,36,0.5,1000,159,340,181,240.971,38.11255338764022
NRB,0.2,1.0,2,8,0.25,1000,126,169,43,150.042,12.602343236678449
NRB,0.125,0.95,2,21,0.5,996,161,427,266,187.68273092369478,29.526646563031477
NRB,0.125,0.8,2,12,0.75,1000,160,229,69,187.903,21.669221170733067
NRB,0.15,0.99,2,18,0.25,1000,173,278,105,263.297,17.091486474555392
NRB,0.4,1.0,2,18,0.25,1000,166,404,238,277.869,53.10600801309666
NRB,0.4,0.9,2,36,0.5,1000,158,359,201,247.517,53.03116079264167
NRB,0.4,1.0,2,52,0.5,1000,170,480,310,295.27,59.79636029646541
NRB,0.125,0.95,2,12,0.25,1000,133,239,106,198.94,30.264704729310548
NRB,0.15,0.95,2,18,0.75,1000,158,269,111,198.666,39.94706762970484
NRB,0.125,1.0,2,18,0.5,1000,156,356,200,230.52,51.598197390741994
NRB,0.2,0.9,2,18,0.5,1000,233,262,29,247.76,5.273538680071495
NRB,0.025,0.99,2,8,0.25,998,155,919,764,247.6933867735471,62.565096902377746
NRB,0.1,0.8,2,12,0.5,998,163,364,201,270.4128256513026,36.52283763398153
NRB,0.1,0.99,2,12,0.75,1000,165,309,144,188.507,19.28563939533473
NRB,0.05,0.99,2,8,0.25,1000,195,416,221,275.982,40.72815314323077
NRB,0.01,1.0,2,8,0.5,1000,196,402,206,212.89,34.44006414073612
NRB,0.5,0.99,2,36,0.75,1000,167,383,216,243.878,37.64952327191677
NRB,0.1,0.99,2,27,0.75,1000,168,351,183,252.2,20.43505790526642
NRB,0.025,0.9,2,36,0.75,1000,171,389,218,294.707,45.030644120530965
NRB,0.075,0.8,2,21,0.5,991,118,301,183,179.9021190716448,28.566801130300377
NRB,0.1,0.95,2,36,0.75,1000,120,278,158,200.474,29.338576585718606
NRB,0.05,0.8,2,8,0.25,1000,183,200,17,190.237,3.7893522124751335
NRB,0.075,0.95,2,18,0.5,1000,201,231,30,214.688,8.828397170302013
NRB,0.1,0.9,2,27,0.25,994,250,516,266,286.24949698189135,21.991578648854937
NRB,0.1,0.9,2,36,0.75,998,167,376,209,247.2364729458918,26.016393882255848
NRB,0.125,1.0,2,8,0.5,1000,164,195,31,182.041,9.640552850291277
NRB,0.075,1.0,2,8,0.25,999,121,164,43,139.995995995996,13.843455728864019
NRB,0.5,0.8,2,36,0.5,1000,161,321,160,241.363,29.51128846978978
NRB,0.1,0.8,2,21,0.5,992,164,458,294,184.71270161290323,24.075962864449064
NRB,0.2,0.99,2,12,0.5,1000,165,308,143,183.668,23.71683503893941
NRB,0.1,0.9,2,36,0.75,1000,162,288,126,238.733,25.19187054073876
NRB,0.5,0.95,2,36,0.25,1000,175,277,102,233.889,23.40274273172628
NRB,0.05,0.8,2,18,0.75,1000,122,257,135,178.388,40.52218532487486
NRB,0.175,0.8,2,36,0.5,1000,154,319,165,244.396,45.02195198078555
NRB,0.1,0.8,2,52,0.75,1000,164,400,236,278.889,27.067347862698337
NRB,0.175,0.99,2,12,0.25,1000,129,248,119,185.694,25.95091161816505
NRB,0.05,0.95,2,18,0.5,1000,157,385,228,270.795,66.35739807496432
NRB,0.05,0.8,2,27,0.75,992,152,746,594,228.15927419354838,53.65757216021404
NRB,0.2,0.95,2,12,0.5,1000,168,272,104,221.945,32.75489059450295
NRB,0.175,0.99,2,36,0.5,1000,176,448,272,256.86,38.516462946614375
NRB,0.125,0.8,2,18,0.25,1000,147,194,47,164.857,14.419031155367529
NRB,0.125,1.0,2,52,0.75,1000,160,353,193,237.035,32.670309519870244
NRB,0.2,1.0,2,21,0.25,996,199,369,170,275.8955823293173,23.9472439547307
NRB,0.125,0.8,2,12,0.5,1000,163,274,111,207.192,34.75224963732355
NRB,0.15,0.95,2,18,0.25,1000,121,278,157,169.028,25.020336393286826
NRB,0.05,0.99,2,36,0.75,1000,157,357,200,241.096,44.681979178000425
